,Crude marriage rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,Portugal,,7.8,8.8,7.9,7.9,8.1,8.4,8.6,8.9,8.7,9.0,9.4,9.7,9.0,9.8,9.3,11.3,10.9,9.7,8.5,8.3,7.4,7.7,7.4,7.5,7.0,6.8,6.9,7.1,7.1,7.3,7.2,7.2,7.0,6.8,6.6,6.6,6.3,6.5,6.6,6.7,6.2,5.6,5.4,5.1,4.7,4.6,4.5,4.4,4.1,3.8,3.8,3.4,3.3,3.1,3.0,3.1,3.1,3.3,3.4,3.2,1.8,,,,,"39,993","36,035","34,423","31,998","31,478","32,393","32,399","33,634","34,637","33,272","18,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,Slovak Republic,,7.9,7.5,7.2,7.2,7.0,7.0,7.0,7.6,7.5,7.7,7.9,8.4,8.7,9.0,9.0,9.2,9.2,9.2,9.0,8.6,7.9,7.8,8.0,7.9,7.7,7.5,7.4,7.4,7.1,6.9,7.6,6.2,6.4,5.8,5.3,5.1,5.1,5.2,5.1,5.1,4.8,4.4,4.7,4.8,5.2,4.9,4.8,5.1,5.3,4.9,4.7,4.7,4.8,4.7,4.9,5.3,5.5,5.8,5.7,5.4,4.4,,,,,"25,415","25,621","26,006","25,491","26,737","28,775","29,897","31,309","31,177","29,664","23,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,Slovenia,,8.8,9.1,9.1,8.8,9.0,9.2,8.6,8.3,8.2,8.2,8.3,8.2,9.0,8.9,8.7,8.6,8.3,8.2,8.4,7.6,6.5,6.4,6.1,6.2,5.9,5.4,5.4,5.2,4.6,4.9,4.3,4.1,4.6,4.5,4.2,4.1,3.8,3.8,3.8,3.9,3.6,3.5,3.5,3.4,3.3,2.9,3.2,3.2,3.3,3.2,3.2,3.2,3.4,3.0,3.2,3.1,3.2,3.1,3.5,3.2,2.5,,,,,"6,528","6,671","7,057","6,254","6,571","6,449","6,667","6,481","7,256","6,672","5,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,,7.8,7.7,7.6,7.6,7.4,7.1,7.1,7.1,7.0,7.2,7.3,7.4,7.6,7.7,7.6,7.6,7.3,7.2,7.0,6.6,5.9,5.4,5.1,5.1,5.2,5.2,5.4,5.6,5.7,5.7,5.7,5.6,5.6,5.1,5.1,5.1,4.9,5.0,5.2,5.2,5.4,5.1,5.1,5.0,5.0,4.7,4.5,4.4,4.2,3.7,3.6,3.4,3.5,3.3,3.4,3.6,3.7,3.7,3.5,3.5,1.9,,,,,"165,641","158,220","163,173","154,470","160,256","166,651","173,049","171,320","165,527","165,177","90,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,Sweden,,6.7,7.0,7.1,7.0,7.6,7.8,7.8,7.2,6.6,6.1,5.4,4.9,4.8,4.7,5.5,5.4,5.4,4.9,4.6,4.5,4.5,4.5,4.5,4.3,4.4,4.6,4.6,4.9,5.2,12.8,4.7,4.3,4.3,3.9,3.9,..,3.8,3.7,3.6,4.0,4.5,4.0,4.3,4.4,4.8,4.9,5.0,..,5.5,5.1,5.3,5.0,5.3,5.4,5.5,5.3,5.4,5.2,5.0,4.7,3.6,,,,,"50,028","46,922","50,044","51,610","53,113","52,314","53,817","52,497","50,796","48,481","37,591","38,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,,7.8,7.8,8.0,7.7,7.6,7.7,7.5,7.6,7.5,7.6,7.6,7.2,6.9,6.5,6.1,5.6,5.1,5.3,5.1,5.4,5.7,5.6,5.8,5.9,6.0,6.0,6.2,6.6,6.9,6.8,6.9,7.0,6.6,6.2,6.1,5.8,5.7,5.5,5.4,5.7,5.5,5.0,5.5,5.5,5.3,5.4,5.3,5.3,5.4,5.4,5.5,5.3,5.3,4.9,5.1,5.0,5.0,4.8,4.8,4.5,4.1,,,,,"43,257","42,083","42,654","39,794","41,891","41,437","41,646","40,599","40,716","38,974","35,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,Turkey,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1,9.2,9.5,9.2,9.1,9.0,8.2,8.0,8.0,8.0,7.9,7.8,7.7,7.5,7.1,6.8,6.6,5.8,,,,,"582,715","592,775","603,751","600,138","599,704","602,982","594,493","569,459","553,202","541,424","487,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,4,7.5,7.5,7.5,7.5,7.6,7.8,8.0,8.0,8.4,8.1,8.5,8.2,8.6,8.1,7.8,7.7,7.2,7.2,7.4,7.4,7.4,7.1,6.9,6.9,7.0,7.0,7.0,7.0,6.9,6.9,6.6,6.1,6.2,5.9,5.7,5.6,5.5,5.3,5.2,5.1,5.2,4.8,4.9,5.2,..,..,..,4.5,4.4,4.3,4.4,4.4,4.7,4.2,4.4,4.2,4.3,4.1,4.0,3.7,..,,,,,"243,808","249,133","263,640","240,854","252,222","245,513","249,793","242,842","234,795","219,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,..,..,..,..,..,9.2,9.0,9.1,8.9,8.9,8.8,8.9,8.3,8.6,8.2,8.2,8.0,7.7,7.8,7.6,7.5,7.3,7.1,6.8,6.8,6.8,6.8,6.8,6.9,6.9,7.0,6.9,6.5,6.1,5.1,,,,,"2,096,000","2,118,000","2,131,000","2,081,301","2,140,272","2,221,579","2,251,411","2,236,496","2,132,853","2,015,603","1,676,911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,China,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3,9.3,9.6,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,Russian Fed.,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.5,9.2,8.5,8.5,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.0,3.1,3.2,2.9,2.8,2.8,2.7,2.9,2.8,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,,8.8,8.4,8.1,8.2,8.1,8.0,8.2,8.7,8.9,8.7,8.6,8.2,8.2,8.6,8.5,8.6,8.4,8.5,8.1,7.9,7.9,7.5,7.5,7.5,7.3,7.4,7.3,7.2,7.0,7.1,6.9,5.7,5.2,4.7,4.5,4.4,4.3,4.2,4.3,4.1,4.3,4.0,3.7,3.9,4.0,4.4,4.3,3.9,3.7,3.5,3.3,2.9,2.9,3.0,3.4,3.9,3.8,4.0,4.1,4.2,3.2,,,,,"24,286","21,448","21,167","21,943","24,596","27,720","26,803","28,593","28,961","29,198","22,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,Croatia,,8.9,8.8,8.6,8.0,8.5,9.0,8.6,8.3,8.1,8.1,8.5,8.5,8.5,8.3,8.0,8.0,7.7,7.8,7.8,7.4,7.2,7.3,7.2,7.1,6.9,6.6,6.5,6.6,6.2,6.1,5.8,4.6,4.8,5.0,5.2,5.3,5.4,5.4,5.3,5.3,4.9,5.1,5.3,5.2,5.3,5.1,5.1,5.4,5.4,5.2,5.0,4.7,4.8,4.5,4.6,4.7,4.9,4.9,4.9,4.9,3.8,,,,,"21,294","20,211","20,323","19,169","19,501","19,834","20,467","20,310","19,921","19,761","15,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,Cyprus,,..,..,..,..,4.4,7.6,7.3,8.7,6.1,8.6,8.6,9.6,6.6,8.8,5.4,11.2,7.1,10.1,10.0,12.6,7.7,11.5,10.8,11.7,7.7,10.5,9.4,10.8,7.0,9.9,9.7,10.5,8.0,9.7,9.7,10.2,8.7,10.7,11.4,13.2,13.4,15.1,14.5,7.7,7.3,8.0,7.0,8.3,7.8,7.8,7.3,7.3,6.7,6.4,6.3,7.2,7.5,6.8,7.8,8.9,..,,,,,"6,081","6,210","5,806","5,493","5,378","6,092","6,375","5,882","6,777","7,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,Malta,,6.0,6.0,5.8,6.3,6.4,6.2,6.2,6.5,7.0,7.2,7.9,8.9,9.7,11.0,11.6,9.2,9.6,9.9,9.2,8.6,8.8,9.0,8.6,8.4,8.0,7.6,7.7,7.1,7.3,7.1,7.1,7.1,6.6,6.8,6.7,6.1,6.2,6.4,6.5,6.4,6.7,5.6,5.7,5.9,6.0,5.9,6.3,6.1,6.1,5.7,6.3,6.2,6.7,6.1,6.6,6.7,6.7,6.3,5.8,5.3,2.2,,,,,"2,596","2,562","2,823","2,578","2,871","3,002","3,034","2,934","2,831","2,674","1,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,Romania,,10.7,9.7,9.9,9.3,9.0,8.6,8.9,7.9,7.4,7.0,7.2,7.3,7.6,8.2,8.3,8.8,9.1,9.2,9.2,9.0,8.2,8.2,7.7,7.3,7.2,7.1,7.3,7.3,7.5,7.7,8.3,8.0,7.7,7.1,6.8,6.8,6.6,6.5,6.5,6.2,6.1,5.9,5.9,6.2,6.7,6.7,6.9,9.1,7.3,6.6,5.7,5.2,5.4,5.4,5.9,6.3,6.8,7.3,7.4,6.6,4.2,,,,,"115,778","105,599","107,760","107,507","118,075","125,454","133,183","142,613","143,292","128,610","81,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.. Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1. For Canada, data include the legal union of two persons of the same sex in some provinces and territories from 2003 onwards, and in all of Canada from 2005 onwards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2. Data for New Zealand include civil unions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3. The statistical data for Israel are supplied by and under the responsibility of the relevant Israeli authorities. The use of such data by the OECD is without prejudice to the status of the Golan Heights, East Jerusalem and Israeli settlements in the West Bank under the terms of international law.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"4. For the United Kingdom, data from 2014 onwards include marriages between same-sex partners. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Footnote by Turkey.. The information in this document with reference to « Cyprus » relates to the southern part of the Island. There is no single authority representing both Turkish and Greek Cypriot people on the Island. Turkey recognizes the Turkish Republic of Northern Cyprus (TRNC). Until a lasting and equitable solution is found within the context of United Nations, Turkey shall preserve its position concerning the “Cyprus issue”;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Footnote by all the European Union Member States of the OECD and the European Commission.. The Republic of Cyprus is recognized by all members of the United Nations with the exception of Turkey. The information in this document relates to the area under the effective control of the Government of the Republic of Cyprus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for European countries and Turkey, Eurostat Demographic Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Australia, Australian Bureau of Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Canada, Statistics Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Costa Rica, INEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Chile, INE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Israel, CBS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Japan, Statistics Japan, Vital Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Korea, Korean Statistical Information Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for Mexico, INEGI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for New Zealand, Statistics New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for the United States, Centers for Disease Prevention and Control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for all countries, United Nations World Marriage Data 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"for all countries, United Nations Demographic Yearbook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,